what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1292800955064
arch,sysinfo,,,"x86",1292800955064
ws,sysinfo,,,"win32",1292800955064
locale,sysinfo,,,"pt_BR",1292800955064
processors,sysinfo,,,"2",1292800955064
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1292800955064
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1292800955064
java.specification.name,sysinfo,,,"Java Platform API Specification",1292800955064
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1292800955064
java.specification.version,sysinfo,,,"1.6",1292800955064
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1292800955064
java.version,sysinfo,,,"1.6.0_23",1292800955064
java.vm.info,sysinfo,,,"mixed mode, sharing",1292800955064
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1292800955064
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1292800955064
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1292800955064
java.vm.specification.version,sysinfo,,,"1.0",1292800955064
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1292800955064
java.vm.version,sysinfo,,,"19.0-b09",1292800955064
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1292800970704
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1292800974278
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1292800974310
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292801001125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292801001294
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292801003952
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292801145848
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292801162113
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292801241179
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292801272356
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292803320128
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292803322801
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805570986
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805586381
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805593566
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1292805627852
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1292805628111
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1292805628229
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805628486
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805630182
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805630601
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805633203
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1292805634397
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1292805634424
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292805639289
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805655472
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805658721
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805660952
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805662284
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805662357
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805664465
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805665143
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805721389
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1292805721409
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292805723672
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1292805724578
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805731578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805731772
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805737540
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805738571
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805738637
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805740115
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805744877
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805749716
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805751791
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805756585
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1292805757123
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805782468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805783593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805802142
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805802678
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1292805827592
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1292805829203
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1292805832938
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805850167
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805851777
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805859013
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805910336
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1292805913122
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805913288
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805915051
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1292805915059
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1292805918618
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292805931902
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805971788
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805991039
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292805992874
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292806146266
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292806152800
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292806167955
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292806189825
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292806190887
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292806636483
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292806639484
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292806640648
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292806640801
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1292806641897
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1292806641898
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1292806641965
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1292806642064
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1292806642088
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1292806642151
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1292806642151
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1292806642151
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1292806642185
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1292806642185
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1292806642185
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1292890923130
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1292890923130
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1292890923130
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1292890923146
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1292890923146
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1292890923146
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1292890923162
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1292890923162
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1292890923177
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1292890923177
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1292890923177
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1292890923177
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1292890923193
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1292890923193
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1292890923208
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1292890923208
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1292890923208
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1292890923224
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1292890923224
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1292890923224
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1292890923224
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1292890923224
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1292890923224
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1292890923224
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1292890923240
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1292890923240
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1292890923240
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1292890923271
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1292890923271
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1292890923287
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1292890923287
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1292890923302
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1292890923302
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1292890923302
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1292890923302
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1292890923333
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1292890923333
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1292890923349
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1292890923349
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1292890923349
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1292890923365
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1292890923380
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1292890923380
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1292890923396
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1292890923396
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1292890923412
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1292890923412
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1292890923427
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1292890923443
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1292890923443
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1292890923458
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1292890923458
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1292890923474
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1292890923474
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1292890923490
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1292890923490
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1292890923505
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1292890923505
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1292890923521
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1292890923521
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1292890923537
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1292890923552
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1292890923568
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1292890923568
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1292890923599
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1292890923599
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1292890923615
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1292890923630
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1292890923630
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1292890923630
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1292890923646
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1292890923662
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1292890923662
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1292890923693
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1292890923693
os,sysinfo,,,"win32",1292890923693
arch,sysinfo,,,"x86",1292890923693
ws,sysinfo,,,"win32",1292890923693
locale,sysinfo,,,"pt_BR",1292890923693
processors,sysinfo,,,"2",1292890923693
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1292890923693
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1292890923693
java.specification.name,sysinfo,,,"Java Platform API Specification",1292890923693
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1292890923693
java.specification.version,sysinfo,,,"1.6",1292890923693
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1292890923693
java.version,sysinfo,,,"1.6.0_23",1292890923693
java.vm.info,sysinfo,,,"mixed mode, sharing",1292890923693
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1292890923693
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1292890923693
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1292890923693
java.vm.specification.version,sysinfo,,,"1.0",1292890923693
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1292890923693
java.vm.version,sysinfo,,,"19.0-b09",1292890923693
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292891072287
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292891681328
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292891683978
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1292891684464
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292891692695
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292891715916
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292891721818
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292891737692
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292891737868
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292891737963
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1292891744264
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292891749164
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292891751370
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292891754567
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292891756710
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1292891759980
